"Name","Ticker","FundId","Firm Name ID","Firm Name","Branding Name ID","Branding Name","Inception 
Date","Listing Date","Obsolete 
Date","Obsolete 
Type","Merged Into 
Security","Merged into 
Security ID","Converted From Date","Converted From Name","Converted From Date","Converted From Name","Investment Type","US Category Group","Morningstar Category","Index 
Fund","Fund of 
Funds","Active Non Transparent","Tax Managed","Advisor","Domicile","Manager Name","Oldest 
Share Class","Ticker of 
Fund's 
Oldest Share Class","Name of 
Fund's 
Oldest Share Class","Subadvised","Subadvisor","Sustainable Investment Overall 
2023-01","Sustainable Investment Overall","Sustainable Investment - Environmental Sector Overall 
2021-05","Sustainable Investment - ESG Fund Overall 
2021-05","Estimated Share Class Net Flow (Yearly) 
Year2019 
USD","Estimated Share Class Net Flow (Yearly) 
Year2020 
USD","Estimated Share Class Net Flow (Yearly) 
Year2021 
USD","Estimated Share Class Net Flow (Yearly) 
Year2022 
USD","Estimated Share Class Net Flow (Yearly) 
Year2023 
USD","Net Assets - share class (Monthly) 
2019-01 
USD","Net Assets - share class (Monthly) 
2019-02 
USD","Net Assets - share class (Monthly) 
2019-03 
USD","Net Assets - share class (Monthly) 
2019-04 
USD","Net Assets - share class (Monthly) 
2019-05 
USD","Net Assets - share class (Monthly) 
2019-06 
USD","Net Assets - share class (Monthly) 
2019-07 
USD","Net Assets - share class (Monthly) 
2019-08 
USD","Net Assets - share class (Monthly) 
2019-09 
USD","Net Assets - share class (Monthly) 
2019-10 
USD","Net Assets - share class (Monthly) 
2019-11 
USD","Net Assets - share class (Monthly) 
2019-12 
USD","Net Assets - share class (Monthly) 
2020-01 
USD","Net Assets - share class (Monthly) 
2020-02 
USD","Net Assets - share class (Monthly) 
2020-03 
USD","Net Assets - share class (Monthly) 
2020-04 
USD","Net Assets - share class (Monthly) 
2020-05 
USD","Net Assets - share class (Monthly) 
2020-06 
USD","Net Assets - share class (Monthly) 
2020-07 
USD","Net Assets - share class (Monthly) 
2020-08 
USD","Net Assets - share class (Monthly) 
2020-09 
USD","Net Assets - share class (Monthly) 
2020-10 
USD","Net Assets - share class (Monthly) 
2020-11 
USD","Net Assets - share class (Monthly) 
2020-12 
USD","Net Assets - share class (Monthly) 
2021-01 
USD","Net Assets - share class (Monthly) 
2021-02 
USD","Net Assets - share class (Monthly) 
2021-03 
USD","Net Assets - share class (Monthly) 
2021-04 
USD","Net Assets - share class (Monthly) 
2021-05 
USD","Net Assets - share class (Monthly) 
2021-06 
USD","Net Assets - share class (Monthly) 
2021-07 
USD","Net Assets - share class (Monthly) 
2021-08 
USD","Net Assets - share class (Monthly) 
2021-09 
USD","Net Assets - share class (Monthly) 
2021-10 
USD","Net Assets - share class (Monthly) 
2021-11 
USD","Net Assets - share class (Monthly) 
2021-12 
USD","Net Assets - share class (Monthly) 
2022-01 
USD","Net Assets - share class (Monthly) 
2022-02 
USD","Net Assets - share class (Monthly) 
2022-03 
USD","Net Assets - share class (Monthly) 
2022-04 
USD","Net Assets - share class (Monthly) 
2022-05 
USD","Net Assets - share class (Monthly) 
2022-06 
USD","Net Assets - share class (Monthly) 
2022-07 
USD","Net Assets - share class (Monthly) 
2022-08 
USD","Net Assets - share class (Monthly) 
2022-09 
USD","Net Assets - share class (Monthly) 
2022-10 
USD","Net Assets - share class (Monthly) 
2022-11 
USD","Net Assets - share class (Monthly) 
2022-12 
USD","Net Assets - share class (Monthly) 
2023-01 
USD","Net Assets - share class (Monthly) 
2023-02 
USD","Net Assets - share class (Monthly) 
2023-03 
USD","Net Assets - share class (Monthly) 
2023-04 
USD","Net Assets - share class (Monthly) 
2023-05 
USD","Net Assets - share class (Monthly) 
2023-06 
USD","Net Assets - share class (Monthly) 
2023-07 
USD","Net Assets - share class (Monthly) 
2023-08 
USD","Net Assets - share class (Monthly) 
2023-09 
USD","Net Assets - share class (Monthly) 
2023-10 
USD","Net Assets - share class (Monthly) 
2023-11 
USD","Net Assets - share class (Monthly) 
2023-12 
USD"
"Goldman Sachs Target Date 2060 A","","FS0000DNVC","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2018-04-30","","2022-12-20","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Goldman Sachs Asset Management, L.P.","United States","","No","","Goldman Sachs Target Date 2060 R6","No","","No","No","","","11,332.54","24,641.51","52,446.35","-95,954.64","","10,008.00","10,225.00","16,202.00","18,178.00","17,122.00","18,315.00","18,753.00","19,455.00","20,335.00","21,562.00","22,856.00","23,884.00","25,695.00","24,695.00","24,515.00","36,811.00","41,952.00","44,524.00","42,066.00","43,667.00","44,705.00","45,633.00","52,525.00","57,793.00","64,382.00","72,265.00","64,579.00","71,280.00","76,666.00","82,703.00","88,984.00","95,536.00","96,545.00","106,212.00","111,280.00","122,717.00","128,344.00","126,214.00","134,609.00","153,178.00","160,941.00","154,812.00","173,494.00","175,422.00","164,078.00","179,840.00","197,725.00","","","","","","","","","","","","",""
"Goldman Sachs Target Date 2060 Instl","","FS0000DNVC","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2018-04-30","","2022-12-20","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Goldman Sachs Asset Management, L.P.","United States","","No","","Goldman Sachs Target Date 2060 R6","No","","No","No","","","-251.22","305.98","90.30","-14,518.66","","10,037.00","10,259.00","10,378.00","10,682.00","10,117.00","10,720.00","10,751.00","10,604.00","10,801.00","11,061.00","11,304.00","11,350.00","11,522.00","10,693.00","9,254.00","10,135.00","10,665.00","10,923.00","11,475.00","12,051.00","11,753.00","11,492.00","12,766.00","13,326.00","13,311.00","13,543.00","13,907.00","14,460.00","14,680.00","14,921.00","15,059.00","15,397.00","14,759.00","15,468.00","15,145.00","15,725.00","14,878.00","14,463.00","14,707.00","13,576.00","13,666.00","12,588.00","42,351.00","47,652.00","71,353.00","97,016.00","121,028.00","","","","","","","","","","","","",""
"Goldman Sachs Target Date 2060 Service","","FS0000DNVC","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2018-04-30","","2022-12-20","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Goldman Sachs Asset Management, L.P.","United States","","No","","Goldman Sachs Target Date 2060 R6","No","","No","No","","","-208.72","250.55","87.95","-12,741.68","","10,000.00","10,216.00","10,331.00","10,629.00","10,062.00","10,658.00","10,684.00","10,534.00","10,724.00","10,978.00","11,215.00","11,307.00","11,421.00","10,596.00","9,165.00","10,034.00","10,553.00","10,804.00","11,345.00","11,911.00","11,616.00","11,358.00","12,617.00","13,170.00","13,156.00","13,385.00","13,745.00","14,292.00","14,509.00","14,747.00","14,884.00","15,218.00","14,588.00","15,288.00","14,969.00","15,542.00","14,705.00","14,294.00","14,536.00","13,417.00","13,507.00","12,441.00","13,262.00","12,760.00","11,642.00","12,324.00","13,184.00","","","","","","","","","","","","",""
"Goldman Sachs Target Date 2060 Investor","","FS0000DNVC","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2018-04-30","","2022-12-20","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Goldman Sachs Asset Management, L.P.","United States","","No","","Goldman Sachs Target Date 2060 R6","No","","No","No","","","-240.23","300.13","74.96","-12,807.42","","10,026.00","10,246.00","10,365.00","10,667.00","10,101.00","10,702.00","10,732.00","10,584.00","10,779.00","11,038.00","11,279.00","11,338.00","11,493.00","10,666.00","9,229.00","10,107.00","10,634.00","10,890.00","11,439.00","12,012.00","11,714.00","11,452.00","12,721.00","13,278.00","13,262.00","13,491.00","13,852.00","14,402.00","14,618.00","14,857.00","14,993.00","15,328.00","14,692.00","15,396.00","15,073.00","15,648.00","14,804.00","14,389.00","14,631.00","13,504.00","13,592.00","12,518.00","13,342.00","12,836.00","11,710.00","12,394.00","13,259.00","","","","","","","","","","","","",""
"Goldman Sachs Target Date 2060 R","","FS0000DNVC","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2018-04-30","","2022-12-20","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Goldman Sachs Asset Management, L.P.","United States","","No","","Goldman Sachs Target Date 2060 R6","No","","No","No","","","-197.24","240.03","76.88","-12,530.89","","9,988.00","10,204.00","10,317.00","10,613.00","10,046.00","10,640.00","10,665.00","10,514.00","10,703.00","10,955.00","11,190.00","11,295.00","11,393.00","10,569.00","9,141.00","10,006.00","10,523.00","10,772.00","11,311.00","11,873.00","11,573.00","11,310.00","12,558.00","13,101.00","13,080.00","13,301.00","13,651.00","14,187.00","14,394.00","14,623.00","14,751.00","15,074.00","14,442.00","15,128.00","14,804.00","15,363.00","14,528.00","14,115.00","14,346.00","13,236.00","13,316.00","12,260.00","13,061.00","12,560.00","11,454.00","12,119.00","12,959.00","","","","","","","","","","","","",""
"Goldman Sachs Target Date 2060 R6","","FS0000DNVC","0C00001YRF","Goldman Sachs","BN000008Y2","Goldman Sachs","2018-04-30","","2022-12-20","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Goldman Sachs Asset Management, L.P.","United States","","Yes","","Goldman Sachs Target Date 2060 R6","No","","No","No","","","-179,228.54","291,826.40","490,898.50","-9,517,559.24","","7,064,146.00","7,219,970.00","7,304,234.00","7,518,062.00","7,120,406.00","7,544,980.00","7,567,133.00","7,463,973.00","7,602,352.00","7,785,398.00","7,956,347.00","7,987,323.00","8,109,423.00","7,552,607.00","6,536,346.00","7,159,625.00","7,533,995.00","7,716,313.00","8,107,106.00","8,515,194.00","8,287,008.00","8,151,228.00","9,062,337.00","9,460,731.00","9,451,474.00","9,617,665.00","9,955,511.00","10,372,033.00","10,524,836.00","10,699,366.00","10,803,630.00","11,038,139.00","10,585,518.00","11,226,289.00","10,995,090.00","11,614,384.00","10,995,415.00","10,738,652.00","10,936,915.00","10,111,740.00","10,169,905.00","9,385,468.00","9,992,793.00","9,618,896.00","8,790,340.00","9,312,599.00","9,964,863.00","","","","","","","","","","","","",""
"Great-West Lifetime 2060 L","","FS0000E0LH","0C00001YV0","Empower Funds","BN00000ODW","Empower","2019-05-01","","2020-10-05","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Empower Capital Management, LLC","United States","Andrew Corwin;Maria L. Mendelsberg;","No","MXGUX","Empower Lifetime 2060 Instl","No","","No","No","","","1,041,646.72","","","","","","","","","9,501.00","10,126.00","829,147.00","489,774.00","593,740.00","740,159.00","815,097.00","1,087,741.00","1,445,321.00","1,737,887.00","1,177,719.00","1,294,142.00","1,541,475.00","1,623,466.00","1,814,624.00","1,991,368.00","1,852,427.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Great-West Lifetime Cnsrv 2060 Instl","","FS0000E0LI","0C00001YV0","Empower Funds","BN00000ODW","Empower","2019-05-01","","2020-08-14","Merged","Empower Lifetime 2060 Instl","US39137H6018","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Empower Capital Management, LLC","United States","Andrew Corwin;Maria L. Mendelsberg;","No","","Great-West Lifetime Cnsrv 2060 L","No","","No","No","","","429,343.07","","","","","","","","","9,560.00","10,156.00","10,105.00","362,237.00","378,777.00","405,580.00","426,177.00","463,503.00","540,702.00","522,792.00","463,517.00","530,165.00","578,975.00","623,044.00","668,326.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Great-West Lifetime Cnsrv 2060 Inv","","FS0000E0LI","0C00001YV0","Empower Funds","BN00000ODW","Empower","2019-05-01","","2020-08-14","Merged","Empower Lifetime 2060 Inv","US39137H4039","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Empower Capital Management, LLC","United States","Andrew Corwin;Maria L. Mendelsberg;","No","","Great-West Lifetime Cnsrv 2060 L","No","","No","No","","","9,589.52","","","","","","","","","9,558.00","10,146.00","10,096.00","9,933.00","10,109.00","10,326.00","10,522.00","10,820.00","10,666.00","9,986.00","8,608.00","9,417.00","9,841.00","10,110.00","10,574.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Great-West Lifetime Cnsrv 2060 Svc","","FS0000E0LI","0C00001YV0","Empower Funds","BN00000ODW","Empower","2019-05-01","","2020-08-14","Merged","Empower Lifetime 2060 Svc","US39137H5028","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Empower Capital Management, LLC","United States","Andrew Corwin;Maria L. Mendelsberg;","No","","Great-West Lifetime Cnsrv 2060 L","No","","No","No","","","9,589.74","","","","","","","","","9,557.00","10,146.00","10,096.00","9,933.00","10,108.00","10,325.00","10,521.00","10,819.00","10,665.00","9,985.00","8,608.00","9,417.00","9,840.00","10,109.00","10,572.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Great-West SecureFoundtn Lftm 2060 Instl","","FS0000E0LJ","0C00001YV0","Empower Funds","BN00000ODW","Empower","2019-05-01","","2021-10-15","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Empower Capital Management, LLC","United States","","No","","Great-West SecureFoundation® LT 2060 Inv","No","","No","No","","","429,343.07","","","","","","","","","9,560.00","10,156.00","10,105.00","362,237.00","378,777.00","405,580.00","426,177.00","463,503.00","540,702.00","522,792.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Great-West SecureFoundation® LT 2060 L","","FS0000E0LJ","0C00001YV0","Empower Funds","BN00000ODW","Empower","2019-05-01","","2020-10-05","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Empower Capital Management, LLC","United States","","No","","Great-West SecureFoundation® LT 2060 Inv","No","","No","No","","","10,314.87","","","","","","","","","9,458.00","10,111.00","99,457.00","97,009.00","10,506.00","10,752.00","10,973.00","11,326.00","11,095.00","58,316.00","46,217.00","40,269.00","41,980.00","54,882.00","57,066.00","235,029.00","589,115.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 Z","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","No","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","382,063.60","","","","","","10,264.00","10,348.00","10,713.00","10,108.00","10,754.00","64,122.00","63,047.00","71,641.00","330,521.00","365,149.00","402,597.00","350,568.00","353,585.00","310,872.00","351,252.00","378,766.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 R","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","No","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","24,010.63","","","","","","10,260.00","10,340.00","10,700.00","10,091.00","10,733.00","10,734.00","10,525.00","23,785.00","24,702.00","25,542.00","26,386.00","26,177.00","24,250.00","20,830.00","22,757.00","23,885.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 K","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","No","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","535,764.95","","","","","","10,262.00","10,344.00","10,706.00","14,316.00","19,215.00","22,064.00","23,135.00","26,746.00","30,022.00","32,958.00","538,866.00","537,485.00","514,116.00","447,979.00","494,115.00","560,160.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 Advisor","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","No","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","193,077.72","","","","","","194,630.00","196,226.00","203,145.00","191,680.00","203,940.00","204,058.00","200,164.00","204,129.00","209,093.00","214,336.00","219,035.00","215,233.00","199,431.00","171,336.00","187,415.00","196,029.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 C","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","No","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","15,007.14","","","","","","10,256.00","10,311.00","15,445.00","14,560.00","15,500.00","15,495.00","15,185.00","15,473.00","15,836.00","16,226.00","16,669.00","16,376.00","15,171.00","13,031.00","14,251.00","14,902.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 A","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","No","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","31,004.00","","","","","","10,263.00","10,345.00","30,328.00","28,610.00","30,434.00","30,445.00","29,900.00","30,585.00","31,508.00","32,749.00","34,035.00","33,634.00","31,867.00","28,937.00","32,882.00","35,386.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"AB Multi-Manager Select 2060 I","","FS0000E3HX","0C00001YPB","AllianceBernstein","BN000007W3","AllianceBernstein","2019-02-01","","2020-06-26","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","AllianceBernstein L.P.","United States","","Yes","","AB Multi-Manager Select 2060 I","Yes","Morningstar Investment Management LLC","No","No","","","10,118.20","","","","","","10,262.00","10,347.00","10,711.00","10,107.00","10,753.00","10,759.00","10,554.00","10,763.00","11,025.00","11,302.00","11,473.00","11,274.00","10,446.00","8,975.00","9,817.00","10,268.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Harbor Target Retirement 2060 Instl","","FS0000FJK8","0C00001YRI","Harbor","BN00000906","Harbor","2019-11-01","","2022-01-14","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Harbor Capital Advisors Inc","United States","","Yes","","Harbor Target Retirement 2060 Instl","No","","No","No","","","70,413.35","603,408.56","1,721,209.61","","","","","","","","","","","","","59,803.00","72,267.00","103,217.00","116,612.00","123,204.00","306,176.00","362,285.00","382,362.00","447,475.00","532,740.00","552,125.00","575,539.00","698,826.00","833,687.00","870,166.00","989,561.00","1,095,083.00","1,227,082.00","1,839,734.00","2,035,796.00","2,144,069.00","2,282,434.00","2,220,069.00","2,402,312.00","2,393,562.00","2,653,408.00","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock 2060 Prsrvtn Blend Pft I","","FS0000CBDZ","0C00001YWF","John Hancock","BN0000096A","John Hancock","2021-10-22","","2023-08-25","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","John Hancock Investment Management LLC","United States","Nathan W. Thooft;Robert E. Sykes;David Kobuszewski;Geoffrey G. Kelley;","No","","JHancock Multi-Index 2060 Presv R3","Yes","Manulife Investment Management (US) LLC","No","No","","","","","47,205.27","97,278.40","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","50,432.00","49,518.00","47,825.00","45,631.00","44,540.00","44,885.00","41,334.00","41,445.00","67,915.00","88,286.00","94,583.00","95,353.00","110,101.00","133,717.00","133,683.00","153,272.00","157,703.00","171,658.00","184,156.00","209,623.00","277,544.00","299,473.00","","","","",""
"Allspring Dynamic Target 2060 Admin","","FS0000BSKO","0C00002WL0","Allspring Global Investments","BN00000N6D","Allspring","2022-08-26","","2024-02-09","Liquidated","","","","","","","Open-End Fund","Allocation","US Fund Target-Date 2060","No","Yes","No","","Allspring Funds Management, LLC","United States","","No","","Allspring Dynamic Target 2060 A","Yes","Allspring Global Investments, LLC","No","No","","","","","","6,120.18","-141,201.95","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2,084,337.00","1,973,519.00","1,964,083.00","2,186,843.00","2,136,927.00","2,147,186.00","2,106,054.00","2,141,518.00","2,409,078.00","2,413,366.00","2,523,196.00","2,617,727.00","2,628,875.00","2,080,728.00","2,385,042.00","2,537,640.00","2,387,074.00"
"Camelot Premium Return A","","FSUSA0B3U3","0C00001I37","Camelot Funds","BN00000CW1","Camelot Portfolios","2010-12-27","","2020-09-28","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Camelot Funds, LLC","United States","","Yes","","Camelot Premium Return A","No","","No","No","","","-2,215,942.69","","","","","3,557,295.00","3,323,782.00","3,263,850.00","3,490,302.00","3,015,255.00","2,895,456.00","2,514,603.00","1,927,307.00","1,992,854.00","1,982,795.00","1,941,689.00","1,886,340.00","1,714,526.00","1,601,575.00","1,120,072.00","1,227,761.00","1,242,855.00","1,197,196.00","1,107,708.00","875,966.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Camelot Premium Return C","","FSUSA0B3U3","0C00001I37","Camelot Funds","BN00000CW1","Camelot Portfolios","2010-12-27","","2019-01-04","Merged","Camelot Premium Return I","US62827P7336","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Camelot Funds, LLC","United States","","No","","Camelot Premium Return A","No","","No","No","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rational Iron Horse A","","FSUSA0BE30","0C00001YWP","Rational Funds","BN00000M4R","Rational Funds","2011-07-07","","2020-07-31","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Rational Advisors, Inc.","United States","Charles Ashley;David Miller;","Yes","","Rational Iron Horse A","No","","No","No","","","-405,061.35","","","","","1,822,024.00","1,778,887.00","1,418,392.00","1,321,568.00","1,275,128.00","1,276,368.00","1,447,375.00","1,534,665.00","1,519,620.00","1,508,085.00","1,437,542.00","1,407,362.00","1,276,429.00","1,216,639.00","924,503.00","944,283.00","871,451.00","756,595.00","407,718.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Rational Iron Horse I","","FSUSA0BE30","0C00001YWP","Rational Funds","BN00000M4R","Rational Funds","2011-11-16","","2020-07-31","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Rational Advisors, Inc.","United States","Charles Ashley;David Miller;","No","","Rational Iron Horse A","No","","No","No","","","-3,774,295.40","","","","","6,573,426.00","7,430,982.00","7,322,040.00","7,262,737.00","7,046,524.00","6,856,222.00","5,963,932.00","4,849,401.00","4,132,176.00","3,834,212.00","3,350,756.00","3,142,603.00","3,041,803.00","2,736,705.00","2,282,662.00","2,268,722.00","1,727,783.00","1,583,533.00","1,519,394.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JHancock Disciplined Alt Yield NAV","","FS00008N6W","0C00001YWF","John Hancock","BN0000096A","John Hancock","2011-09-29","","2020-02-12","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","John Hancock Investment Management LLC","United States","Todd G. Hawthorne","Yes","","JHancock Disciplined Alt Yield NAV","Yes","Boston Partners Global Investors, Inc","No","No","","","-11,894,409.41","","","","","77,186,796.00","65,621,100.00","65,586,512.00","63,783,947.00","64,785,465.00","67,424,168.00","66,588,734.00","66,546,096.00","66,028,823.00","64,547,373.00","64,257,433.00","64,806,095.00","57,710,367.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JNL/FAMCO Flex Core Covered Call","","FS00008ZZJ","0C00002YOU","Jackson National","BN0000095W","Jackson","2012-02-06","","2020-04-27","Merged","JNL/JPMorgan Hedged Equity A","US46649B6671","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Jackson National Asset Management, LLC","United States","","Yes","","JNL/FAMCO Flex Core Covered Call","Yes","Ziegler Capital Management LLC","No","No","","","-12,266,787.13","","","","","148,881,625.00","152,455,149.00","152,962,289.00","155,671,024.00","149,336,824.00","154,880,488.00","157,902,299.00","153,998,637.00","155,520,229.00","156,348,956.00","157,671,073.00","158,464,028.00","155,017,800.00","137,803,917.00","111,450,021.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCW / Gargoyle Hedged Value I","","FS00009630","0C00001YTZ","TCW","BN00000A4R","TCW","2012-04-30","","2018-10-05","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","TCW Investment Management Co LLC","United States","","Yes","","TCW / Gargoyle Hedged Value I","Yes","Gargoyle Investment Advisor, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TCW / Gargoyle Hedged Value N","","FS00009630","0C00001YTZ","TCW","BN00000A4R","TCW","2012-04-30","","2018-10-05","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","TCW Investment Management Co LLC","United States","","No","","TCW / Gargoyle Hedged Value I","Yes","Gargoyle Investment Advisor, LLC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Russell Inv Strategic Call Overwrtg S","","FS00009IYN","0C00001YWW","Russell","BN000009W4","Russell Investments","2012-08-15","","2020-09-17","Liquidated","","","","","","","Open-End Fund","Alternative","US Fund Options-based","No","No","No","","Russell Investment Management, LLC","United States","David Pedack;Nick Zylkowski;","Yes","","Russell Inv Strategic Call Overwrtg S","No","","No","No","","","-3,046,062.82","","","","","92,509,669.00","95,059,235.00","95,482,925.00","97,222,895.00","91,542,295.00","96,271,483.00","97,684,125.00","95,952,613.00","97,806,434.00","99,758,242.00","101,617,768.00","101,726,570.00","99,531,633.00","90,804,404.00","70,808,877.00","74,278,333.00","77,170,966.00","74,175,936.00","74,797,861.00","2,256,164.00","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
